Projeto;Chave;Resumo;Tipo de item;Status;Prioridade;Resolução;Responsável;Relator;Criador;Criado;Última visualização;Atualizado(a);Resolvido;Versões afetadas;Versões corrigidas;Componentes;Data limite;Votos;Seguidores;Imagens;Estimativa original;Estimativa de trabalho restante;Tempo gasto;Razão Trabalhada;Subtarefas;Itens associados;Ambiente;Descrição_x;Nível de Segurança;Progresso;Σ de Progresso;Σ de Tempo Gasto;Σ da estimativa de trabalho restante;Σ da Estimativa Original;Categorias;Categoria do status alterada;Categoria do status;Pai;Actual end;Actual start;Approvers;Category;Change reason;Change risk;Change type;Dispositivo;Epic Color;Epic Link;Epic Name;Epic Status;Flagged;Impact;Indisponível ou Inoperante;Issue color;Formulários bloqueados;Formulários abertos;Organizations;Parent Link;Participantes;Project overview key;Project overview status;Rank;Request Type;Responsável pela execução;Sistema Operacional;Sprint;Start date;Status Prazo;Story Points;Story point estimate;Formulários enviados;Target end;Target start;Team;Formulários totais;Unidade;Versão do App;[CHART] Date of First Response;development;Tempo da Primeira Resposta;Tempo de Solução;Data do registro;Pessoa que fez o registro;Tipo;"#JIRA
Card";#Solicitud Quipux;Descrição_y;Equipe;Cliente;Estimativa (h);Versão;Data Pré;Data Produção;Observações;Producto;Unnamed: 13;Responsáveis;Unnamed: 14;Unnamed: 15;Unnamed: 11;Observação;#Solicitud;Produto;"Equipe/Analista
Responsável";"https://www.quipux.com/svn/Arquitectura/Arquitectura%20Script/084_Shopping_brasil/Scripts/SSDD/Back_Version_1.5
"
RJ - Comitê Técnico - Web;OABDRJ-193;Não está apresentando os dados de avaliação para serviço assíncrono;Bug;Cancelado;Media;Itens concluídos;Não atribuído;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-18 11:03:00;;18/jan/24 11:07 AM;2024-01-18 11:07:00;;;;;0;1;image-20240118-140118.png;;;;;;;;!image-20240118-140118.png|width=1257,height=563!;;;;;;;;18/jan/24 11:07 AM;Itens concluídos;Director;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00am7:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-191;dado do tempo médio de tratamento incorreto ao exportar;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-18 10:56:00;;04/mar/24 6:26 PM;2024-03-04 18:26:00;;;;01/mar/24;0;2;image-20240118-135439.png;;;;;;;;!image-20240118-135439.png|width=1263,height=521!;;;;;;;QUIPUX;04/mar/24 6:26 PM;Itens concluídos;Director;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00alr:;;;;;;;;;;;;Nenhum;;;;2024-03-04 17:54:00;;46;46;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-190;verificar solicitações em tratamento sem funcionário no monitoramento;Bug;Cancelado;Media;Itens concluídos;Não atribuído;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-18 10:51:00;;24/jan/24 4:14 PM;2024-01-18 10:54:00;;;;;0;1;image-20240118-134923.png;;;;;;;;!image-20240118-134923.png|width=1259,height=458!;;;;;;;QUIPUX;18/jan/24 10:54 AM;Itens concluídos;Director;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00alj:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-189;Falta filtro órgão nos filtros globais;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-18 10:37:00;;02/abr/24 4:42 PM;2024-04-02 16:42:00;;;;29/mar/24;0;2;image-20240118-133554.png;;;;;;;;!image-20240118-133554.png|width=1266,height=515!;;;;;;;QUIPUX;02/abr/24 4:42 PM;Itens concluídos;Director;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00alb:;;;;;;Atrasado;;;;;;Nenhum;;;;2024-03-04 17:52:00;;46;75;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-188;Ajustes nos textos dos itens enviado pela Fernanda;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-18 10:32:00;;24/jan/24 4:14 PM;2024-01-24 15:37:00;;;;;0;1;;;;;;;;;;;;;;;;QUIPUX;24/jan/24 3:37 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00al3:;;;;;;;;;;;;Nenhum;;;;;;0;6;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-187;Ajustes nas informações dos serviços assíncronos;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-18 10:29:00;;24/jan/24 4:15 PM;2024-01-24 16:15:00;;;;20/jan/24;0;1;;;;;;;;;;;;;;;;QUIPUX;24/jan/24 4:15 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00akv:;;;;;;;;;;;;Nenhum;;;;;;0;6;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-186;Alterar para somente 1 documento com as opções para o seguro desemprego;Melhoria;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-18 09:22:00;;24/jan/24 4:16 PM;2024-01-19 10:24:00;;;;;0;1;image-20240118-122033.png;;;;;;;;!image-20240118-122033.png|width=1247,height=517!;;;;;;;QUIPUX;19/jan/24 10:24 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00akn:;;;;;;;;;;;;Nenhum;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-185;Mensagem impeditiva de acesso para 3 serviços;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-18 08:14:00;;24/jan/24 4:16 PM;2024-01-18 09:37:00;;;;;0;1;image-20240118-111250.png;;;;;;;;!image-20240118-111250.png|width=1265,height=555!;;;;;;;QUIPUX;18/jan/24 9:37 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00akf:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-184;Acertar a parametrização da agenda e demais configurações no ambiente de produção;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-18 07:57:00;;24/jan/24 4:16 PM;2024-01-18 09:38:00;;;;;0;1;image-20240118-105503.png;;;;;;;;!image-20240118-105503.png|width=1249,height=553!;;;;;;;QUIPUX;18/jan/24 9:38 AM;Itens concluídos;Agendamento;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00ak7:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-183;Não conseguimos realizar uma video chamada através de celular Android.;Bug;Concluído;Media;Itens concluídos;Thiago Morina;ARTHUR FELIPE MELO MAZZINI DA SILVA;ARTHUR FELIPE MELO MAZZINI DA SILVA;2024-01-16 17:53:00;;22/fev/24 12:10 PM;2024-02-22 12:10:00;;;;;0;3;WhatsApp Image 2024-01-16 at 17.54.57.jpeg;;;;;;;;*Em uma chamada utilizando aparelho Android, o atendente não escutava o áudio do cidadão, nem mesmo desconectando e conectando na chamada novamente, o cidadão não conseguia ativar nem desativar o microfone na chamada.*;;;;;;;QUIPUX;22/fev/24 12:10 PM;Itens concluídos;Videoconferência;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00ahr:;;;;;;;;;;;;Nenhum;;;;2024-01-18 16:05:00;;1;36;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-182;Problemas no áudio nas vídeos chamadas computador;Bug;Cancelado;Media;Itens concluídos;Thiago Morina;ARTHUR FELIPE MELO MAZZINI DA SILVA;ARTHUR FELIPE MELO MAZZINI DA SILVA;2024-01-16 17:47:00;;22/fev/24 10:24 AM;2024-02-22 10:24:00;;;;;0;3;;;;;;;;;*Foi percebido no dia 16-01 que em grande parte das chamadas realizadas o atendente não conseguia escutar o áudio do cidadão e o cidadão não conseguia escutar o áudio do atendente, tendo que desconectar e conectar na chamada novamente para que o áudio normalizasse. (Erro percebido no ambiente de desktop).*;;;;;;;QUIPUX;22/fev/24 10:24 AM;Itens concluídos;Videoconferência;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00ahj:;;;;;;;;;;;;Nenhum;;;;2024-01-22 10:48:00;;5;36;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-170;"Destacar com * campos que são obrigatórios no formulário ""Cadastro do Programa Minha Casa Minha Vida""";Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-19 15:57:00;;24/jan/24 4:17 PM;2024-01-18 09:35:00;;;;;0;1;;;;;;;;;;;;;;;;QUIPUX;18/jan/24 9:35 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009qv:;;;;;;;;;;;;Nenhum;;;;;;0;29;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-169;"Formatação dos campos no formulário ""Cadastro do Programa Minha Casa Minha Vida""";Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-19 15:49:00;;18/jan/24 9:35 AM;2024-01-18 09:35:00;;;;;0;1;;;;;;;;;"* Formatar campos com máscaras e validações numéricas ou de textos;
* Verificar limite de caracteres para o campo de celular e demais campos.";;;;;;;;18/jan/24 9:35 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009qn:;;;;;;;;;;;;Nenhum;;;;;;0;29;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-168;"Carregamento de dados nas combos no formulário ""Cadastro do Programa Minha Casa Minha Vida""";Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-19 15:44:00;;18/jan/24 9:35 AM;2024-01-18 09:35:00;;;;;0;1;;;;;;;;;* Nos campos “Profissão”, “Raça”, “Tipo de via”, “Faz parte dos grupos tradicionais?” o carregamento das opções de respostas não estão aparecendo.;;;;;;;bloqueante;18/jan/24 9:35 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009qf:;;;;;;;;;;;;Nenhum;;;;;;0;29;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-167;"Ajustes de textos no formulário ""Cadastro do Programa Minha Casa Minha Vida""";Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-19 15:13:00;;18/jan/24 9:35 AM;2024-01-18 09:35:00;;;;;0;1;;;;;;;;;"* Na etapa 5 (Finalizar solicitud) = Finalizar solicitação;
* No campo (Municipio de nascimento) = Município de nascimento;
* Na combro (Profissão - Pesquisar e Seleccionar) = Pesquisar e Selecionar;
* No campo (NIS/PIS/PASEP - Selecio) = Selecionar;
* No campo (Nacionalidade - Pesquisar e Seleccionar) = Pesquisar e Selecionar;
* No campo (Raça - Pesquisar e Seleccionar) = Pesquisar e Selecionar;
* Dentro do formulário de Endereço residencial no campo (Tipo de via - Pesquisar e Seleccionar) = Pesquisar e Selecionar;
* Dentro do formulário de Endereço residencial no campo (Estado - Pesquisar e Seleccionar) = Pesquisar e Selecionar;
* Dentro do formulário de Endereço residencial no campo (Municipio - Pesquisar e Seleccionar) = Município -  Pesquisar e Selecionar;
* No campo (Faz parte dos grupos tradicionais? - Pesquisar e Seleccionar) = Pesquisar e Selecionar;
* No campo (Qual o nível de escolaridade? - Pesquisar e Seleccionar) = Pesquisar e Selecionar;
* No campo (Mora com cuanto filhos?) = Mora com quantos filhos?;";;;;;;;;18/jan/24 9:35 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009q7:;;;;;;;;;;;;Nenhum;;;;;;0;29;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-166;No acesso a chamada por um telefone móvel o cidadão não consegue compartilhar sua tela na chamada.;Bug;Cancelado;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:41:00;;25/abr/24 11:44 AM;2024-04-25 11:44:00;;;;26/abr/24;0;5;;;;;;;;;;;;;;;;QUIPUX;25/abr/24 11:44 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009jr:;;;;;;;;;;;;Nenhum;;;;2024-01-18 09:32:00;;30;128;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-165;Foi percebido que quando enviamos o link de acesso a um sistema ou serviço durante o chat na chamada, a página do chat travava não deixando que o atendente visualize a conversa anterior, o cidadão também não consegue clicar no link precisando copiar o mes;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:41:00;;18/dez/23 2:41 PM;2023-12-18 14:41:00;;;;;0;1;;;;;;;;;;;;;;;;;18/dez/23 2:41 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009jj:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-164;Também foi percebido que no decorrer da chamada, o áudio parava de funcionar sem qualquer motivo aparente, e somente voltava após liberar novamente a permissão de acesso do microfone e o cidadão sair e reingressar na chamada. Segundo o Thiago este problem;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:40:00;;18/dez/23 2:40 PM;2023-12-18 14:40:00;;;;;0;1;;;;;;;;;;;;;;;;;18/dez/23 2:40 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009jb:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-163;O sistema somente permite envio de anexo de imagens e pdf, o que acredito que não seja um problema pois estas serão as principais extensões que serão encaminhadas em anexo.;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:39:00;;18/dez/23 2:39 PM;2023-12-18 14:39:00;;;;;0;1;;;;;;;;;;;;;;;;;18/dez/23 2:39 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009j3:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-162;No sistema de teste, após a realização do agendamento, o link para acessar a chamada não estava aparecendo no campo meus agendamentos.;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:38:00;;18/dez/23 2:38 PM;2023-12-18 14:38:00;;;;;0;1;;;;;;;;;;;;;;;;;18/dez/23 2:38 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009iv:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-161;Chamada inoperante navegador Mozila Firefox;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:37:00;;22/fev/24 11:41 AM;2024-02-22 11:41:00;;;;;0;4;;;;;;;;;Novamente a chamada não funcionou no navegador Mozila.;;;;;;;QUIPUX;22/fev/24 11:41 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009in:;;;;;;;;;;;;Nenhum;;;;2024-01-18 09:31:00;;30;65;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-160;A chamada de vídeo somente funcionou no navegador Google Chrome, não funcionando em outros navegadores.;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:36:00;;18/dez/23 2:37 PM;2023-12-18 14:36:00;;;;;0;1;;;;;;;;;;;;;;;;;18/dez/23 2:36 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009if:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-159;Botão “Vá para a página inicial”: mudar para “Meus agendamentos” e direcionar para URI/workspace/poupatempo?tab=agendamentos;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:36:00;;18/dez/23 2:36 PM;2023-12-18 14:36:00;;;;;0;1;;;;;;;;;;;;;;;;;18/dez/23 2:36 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009i7:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-158;Botão “Realizar pesquisa”: não exibir se o atendimento não tiver sido realizado;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:34:00;;18/dez/23 2:35 PM;2023-12-18 14:35:00;;;;;0;1;;;;;;;;;;;;;;;;;18/dez/23 2:35 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009hz:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-157;Fazer tratamento no popup abaixo:;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:34:00;;18/dez/23 2:34 PM;2023-12-18 14:34:00;;;;;0;1;;;;;;;;;;;;;;;;;18/dez/23 2:34 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009hr:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-156;Ajustar textos do requerimento (condições) na tela do formulário síncrono.;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:33:00;;18/dez/23 2:33 PM;2023-12-18 14:33:00;;;;;0;1;;;;;;;;;;;;;;;;;18/dez/23 2:33 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009hj:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-155;Desenvolver maneiras do cidadão baixar documento de um serviço síncrono (documento que é enviado pelo chat durante a videochamada). Podemos enviar por email ou incluir o documento para download na API de “Meus agendamentos”;Melhoria;Concluído;Media;Itens concluídos;Luiz Carlos de Miranda;Usuário inativo;Usuário inativo;2023-12-18 14:32:00;;05/mar/24 9:21 AM;2024-03-05 09:21:00;;;;;0;2;;;;;;;;;;;;;;;;PRODERJ;05/mar/24 9:21 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009hb:;;;;;;;;;;;;Nenhum;;;;2024-01-18 09:29:00;;30;77;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-154;Ajustar API para enviar informações de avaliação para serviços assíncronos;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:31:00;;18/dez/23 2:31 PM;2023-12-18 14:31:00;;;;;0;1;;;;;;;;;;;;;;;;;18/dez/23 2:31 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009h3:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-153;Incluir na API de “Minhas solicitações” o link que possibilita voltar para o formulário do serviço, para que o usuário finalize o preenchimento.;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:31:00;;18/dez/23 2:31 PM;2023-12-18 14:31:00;;;;;0;1;;;;;;;;;;;;;;;;;18/dez/23 2:31 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009gv:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-152;Corrigir loop na tela de reagendamento;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:29:00;;18/dez/23 2:29 PM;2023-12-18 14:29:00;;;;;0;1;;;;;;;;;;;;;;;;;18/dez/23 2:29 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009gn:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-151;Corrigir o link de “Meus agendamentos” na tela de resumo do agendamento conforme URI. O local deve ser URI/workspace/poupatempo?tab=agendamentos;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:29:00;;18/dez/23 2:29 PM;2023-12-18 14:29:00;;;;;0;1;;;;;;;;;;;;;;;;;18/dez/23 2:29 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009gf:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-150;Enviar a lista de documentos para download na API de “Minhas solicitações”;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:28:00;;18/dez/23 2:28 PM;2023-12-18 14:28:00;;;;;0;1;;;;;;;;;;;;;;;;;18/dez/23 2:28 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009g7:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-149;Revisar os links dos botões de ação dos e-mails enviados (não estão funcionando de acordo);Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:27:00;;18/dez/23 2:28 PM;2023-12-18 14:28:00;;;;;0;1;;;;;;;;;;;;;;;;;18/dez/23 2:28 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009fz:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-148;Ajustar o texto dos botões de ações dos e-mails, para refletir a ação definida para o cidadão, em cada status da solicitação (ver tabela de status definida em reunião);Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:26:00;;18/dez/23 2:27 PM;2023-12-18 14:27:00;;;;;0;1;;;;;;;;;;;;;;;;;18/dez/23 2:27 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009fr:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-147;"Incluir o botão ""Minhas solicitações"" na tela de resumo de solicitação do serviço";Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:26:00;;18/dez/23 2:26 PM;2023-12-18 14:26:00;;;;;0;1;;;;;;;;;;;;;;;;;18/dez/23 2:26 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009fj:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-146;Ao reagendar, sistema está trocando a cidade por uma outra que o usuário não selecionou;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:25:00;;18/dez/23 2:26 PM;2023-12-18 14:25:00;;;;;0;1;;;;;;;;;;;;;;;;;18/dez/23 2:25 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009fb:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-145;Corrigir erro 404 na página de serviços assíncronos, ao clicar no finalizar;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:25:00;;18/dez/23 2:25 PM;2023-12-18 14:25:00;;;;;0;1;;;;;;;;;;;;;;;;;18/dez/23 2:25 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009f3:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-144;Corrigir envio dos e-mails para não cair no SPAM ao enviar com e-mail rj.gov.br;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:24:00;;18/dez/23 2:24 PM;2023-12-18 14:24:00;;;;;0;1;;;;;;;;;;;;;;;;;18/dez/23 2:24 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009ev:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-143;Corrigir texto da página de avaliação, pois, não existem comentários e o botão está em espanhol;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:23:00;;18/dez/23 2:23 PM;2023-12-18 14:23:00;;;;;0;1;;;;;;;;;;;;;;;;;18/dez/23 2:23 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009en:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-142;Verificar motivo do e-mail de serviço concluído assíncrono não ter sido enviado para Ramon.;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:23:00;;18/dez/23 2:23 PM;2023-12-18 14:23:00;;;;;0;1;;;;;;;;;;;;;;;;;18/dez/23 2:23 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009ef:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-141;Este status está incorreto, pois, ele aconteceu depois que o cidadão corrigiu os itens restituídos;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Usuário inativo;Usuário inativo;2023-12-18 14:22:00;;18/dez/23 2:22 PM;2023-12-18 14:22:00;;;;;0;1;;;;;;;;;;;;;;;;;18/dez/23 2:22 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i009e7:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
